-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.54,0.53,0.64,0.68,0.88,0.93,1.05,1.09,0.70,0.63,0.54,0.59,0.34,0.24,0.22,0.25,0.21,0.24,0.26,0.28,0.36,0.35,0.40,0.46,0.68,0.71,0.34,0.39,0.49,0.37,0.45
-1.00,-1.00,-1.00,-1.00,-1.00,0.43,0.42,0.46,0.51,0.76,1.31,1.51,1.36,1.28,0.83,0.68,0.56,0.47,0.33,0.30,0.22,0.24,0.24,0.23,0.28,0.29,0.29,0.35,0.40,0.55,0.53,0.70,0.60,0.35,0.48,0.43,0.48
-1.00,-1.00,-1.00,-1.00,-1.00,0.42,0.39,0.39,0.41,0.65,1.19,1.34,1.20,1.21,1.02,0.77,0.59,0.38,0.37,0.29,0.24,0.26,0.25,0.24,0.32,0.30,0.29,0.30,0.43,0.44,0.47,0.54,0.46,0.51,0.47,0.46,0.34
1.34,1.10,0.89,0.61,0.48,0.35,0.30,0.33,0.35,0.47,0.91,1.57,1.29,1.21,0.99,0.74,0.60,0.45,0.30,0.25,0.24,0.23,0.24,0.23,0.30,0.28,0.31,0.32,0.42,0.41,0.47,0.48,0.45,0.52,0.74,0.68,0.33
1.34,1.42,1.44,1.21,0.88,0.53,0.37,0.33,0.36,0.44,0.63,1.36,1.67,1.34,1.02,0.78,0.63,0.41,0.29,0.24,0.24,0.22,0.22,0.24,0.25,0.26,0.34,0.32,0.35,0.39,0.50,0.43,0.42,0.51,0.51,0.51,0.52
1.32,1.54,1.84,2.21,1.50,1.17,0.94,0.54,0.50,0.51,0.61,0.99,1.51,1.21,1.09,0.61,0.58,0.32,0.27,0.23,0.22,0.21,0.23,0.24,0.24,0.27,0.29,0.29,0.31,0.32,0.42,0.40,0.61,0.54,0.50,0.51,0.39
1.30,1.39,1.64,2.02,2.11,1.72,1.11,0.83,0.65,0.55,0.68,1.01,1.44,1.31,0.93,0.59,0.46,0.29,0.26,0.23,0.20,0.19,0.21,0.22,0.25,0.28,0.27,0.29,0.31,0.31,0.39,0.41,0.47,0.47,0.50,0.54,0.45
-1.00,1.24,1.44,1.57,1.61,1.21,0.92,0.73,0.62,0.57,0.58,0.97,1.05,0.92,0.61,0.46,0.50,0.36,0.20,0.20,0.18,0.19,0.21,0.23,0.25,0.27,0.28,0.30,0.32,0.31,0.35,0.43,0.46,0.53,0.53,0.53,0.51
